"","juv_fel_count","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","y","sex.Female","sex.Male","age_cat.25...45","age_cat.Greater.than.45","age_cat.Less.than.25","race.African.American","race.Asian","race.Caucasian","race.Hispanic","race.Native.American","race.Other","c_charge_degree.F","c_charge_degree.M","c_charge_degree.O","groupAssignment"
"1061",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1062",0,0,0,0,-3,3,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1063",0,0,0,11,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1064",0,1,0,10,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1065",0,0,0,1,0,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1066",0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1067",0,0,0,0,-1,1,-1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"1068",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1069",0,0,0,22,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1070",0,0,0,0,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1071",0,0,0,0,0,0,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1072",0,0,0,3,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1073",0,0,0,2,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1074",0,0,0,1,-37,37,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1075",0,1,1,7,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1076",0,0,0,1,0,1599,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"1077",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1078",0,0,0,8,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1079",0,4,0,10,-1,2994,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1080",0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1081",0,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1082",0,0,0,3,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1083",0,0,0,2,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1084",0,0,0,4,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1085",0,0,0,1,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1086",0,0,0,0,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
"1087",0,0,0,5,NA,654,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1088",0,0,0,19,-1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
"1089",0,0,0,1,-1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"1090",0,0,0,0,-1,1,-1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"1091",0,0,0,1,-1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1092",0,0,0,13,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1093",0,0,0,0,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
"1094",0,0,0,3,0,0,-1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
"1095",0,0,0,18,-47,47,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1096",0,0,0,0,0,0,-1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
"1097",0,0,0,0,-1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
"1098",0,0,0,19,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1099",0,0,1,5,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1100",0,0,0,6,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1101",0,0,0,2,-44,44,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1102",0,0,0,2,-1,1,-1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
"1103",0,0,0,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1104",0,0,0,2,-106,107,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1105",0,0,0,0,-2,2,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1106",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1107",0,0,0,1,-1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1108",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1109",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1110",0,0,0,8,-29,29,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1111",0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1112",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1113",0,0,0,0,-2,3,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1114",0,0,0,0,-1,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"1115",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1116",0,0,0,4,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1117",0,0,0,4,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1118",0,0,0,7,-1,1614,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1119",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"1120",0,0,1,3,-5,38,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1121",0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"1122",0,2,1,2,-1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1123",0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1124",0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1125",0,0,0,11,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1126",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1127",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1128",0,0,0,3,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1129",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1130",0,1,0,1,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1131",0,0,0,2,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1132",0,0,0,0,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1133",0,0,0,7,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1134",0,0,1,22,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1135",0,0,0,0,-1,1,-1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"1136",0,0,0,0,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1137",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1138",0,0,0,2,-38,38,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1139",0,0,0,2,NA,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"1140",0,0,2,0,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1141",0,0,0,2,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1142",0,0,0,1,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"1143",0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2
"1144",0,0,0,1,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"1145",0,0,0,3,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1146",0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"1147",0,0,0,2,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1148",0,0,0,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1149",0,0,0,0,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"1150",0,0,0,0,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"1151",0,0,0,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1152",0,0,0,3,0,0,-1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
"1153",0,0,0,17,-4,4,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1154",1,1,0,1,140,100,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"1155",0,0,0,1,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1156",0,0,0,5,-59,59,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1157",0,0,0,11,-79,42,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1158",0,0,0,1,NA,1694,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"1159",0,0,0,7,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1160",0,0,1,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1161",0,0,0,0,773,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1162",0,0,0,0,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2
"1163",0,0,0,8,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1164",0,0,0,7,NA,185,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1165",0,0,0,14,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1166",0,0,0,2,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1167",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1168",0,0,0,1,-1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1169",0,0,0,5,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1170",0,1,0,16,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1171",0,0,0,1,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1172",0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"1173",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1174",0,0,0,2,-3,4,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1175",0,0,0,1,-1,560,-1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1176",0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1177",0,0,0,1,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
"1178",0,0,0,2,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1179",0,0,0,0,0,1,-1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"1180",0,0,0,13,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1181",0,0,0,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1182",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1183",0,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"1184",1,0,0,20,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1185",0,1,1,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1186",1,0,0,25,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1187",0,0,1,1,28,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"1188",1,0,0,9,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1189",0,0,0,5,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1190",0,0,0,4,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1191",0,0,0,4,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1192",0,0,0,4,-1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"1193",0,0,0,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1194",0,0,0,25,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1195",0,0,0,0,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"1196",0,0,0,3,-1,1,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"1197",0,0,1,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1198",0,0,0,1,-1,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1199",0,0,0,2,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1200",0,0,0,1,-51,51,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1201",0,0,0,0,NA,NA,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2
"1202",0,0,0,6,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1203",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"1204",0,0,0,3,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1205",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1206",0,0,1,1,-2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"1207",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1208",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"1209",0,0,0,1,NA,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1210",0,0,0,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1211",0,0,0,1,-1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1212",0,0,1,1,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1213",0,1,1,1,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1214",0,0,0,5,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1215",0,0,0,1,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1216",0,2,0,3,-1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1217",0,0,0,0,-4,4,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1218",0,0,0,0,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1219",0,1,0,4,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1220",0,0,0,1,-44,44,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"1221",0,0,0,1,0,0,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1222",0,1,0,5,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1223",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1224",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1225",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1226",0,0,0,1,NA,3,-1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"1227",0,1,1,7,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"1228",0,0,0,1,-164,164,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1229",0,0,0,0,-1,1,-1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"1230",0,0,0,4,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1231",0,0,0,3,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2
"1232",0,0,0,1,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1233",0,0,0,1,NA,599,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1234",0,0,0,9,0,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1235",0,0,0,5,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1236",0,0,0,0,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"1237",0,0,0,1,-23,23,-1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1238",0,0,0,3,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1239",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1240",0,0,0,0,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1241",0,3,0,25,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1242",0,0,0,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1243",0,0,0,1,-71,72,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1244",0,0,0,7,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1245",0,0,0,13,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1246",0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"1247",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
"1248",0,0,0,5,NA,9,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1249",0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"1250",0,0,0,4,-5,5,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1251",0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1252",0,0,0,0,-1,1,-1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
"1253",1,0,1,3,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1254",0,0,0,2,0,0,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1255",0,0,0,1,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
"1256",0,1,0,1,-1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1257",0,0,0,3,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1258",0,3,1,6,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1259",0,0,0,4,-1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1260",0,0,0,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1261",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1262",0,0,0,4,NA,154,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1263",0,0,0,1,-1,847,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1264",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1265",0,0,0,3,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1266",0,0,0,0,-1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1267",0,0,1,25,-172,172,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
"1268",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1269",0,0,0,3,-1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
"1270",0,0,0,3,-1,1,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1271",0,0,0,1,-1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"1272",0,0,0,4,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1273",0,0,0,1,-22,23,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"1274",0,0,0,1,7,146,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
"1275",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
"1276",0,0,0,2,0,1,-1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"1277",0,0,0,9,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1278",0,0,0,0,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1279",0,0,0,1,-1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1280",0,0,0,1,-1,1123,-1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
"1281",0,0,0,1,-1,8,-1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"1282",0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"1283",0,0,0,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1284",0,0,0,3,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1285",0,0,0,5,0,12,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1286",0,0,0,11,-55,36,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"1287",0,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"1288",0,0,0,2,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1289",0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1290",0,0,0,0,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1291",0,0,0,4,-52,52,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1292",0,0,1,3,-1,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1293",0,0,0,0,-1,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"1294",0,0,0,1,-4,4,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1295",0,0,0,0,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1296",0,0,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1297",3,0,0,24,234,86,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1298",0,0,0,1,-9,9,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1299",0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1300",0,0,1,6,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1301",0,0,1,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1302",0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1303",0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1304",0,0,0,0,-1,2,-1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"1305",0,0,0,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1306",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1307",0,0,0,1,-5,4696,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1308",0,0,0,4,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1309",0,0,0,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1310",0,0,0,1,-29,29,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"1311",0,0,0,1,-4,4,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1312",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1313",0,0,1,0,-1,1,-1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"1314",0,0,0,3,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
"1315",0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1316",0,0,0,2,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1317",0,0,0,19,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1318",0,0,0,3,-1,2302,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1319",0,0,0,0,-1,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"1320",0,0,0,2,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1321",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
"1322",0,0,0,3,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1323",0,0,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1324",0,0,0,5,-45,45,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1325",0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"1326",0,0,0,1,-1,1,-1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"1327",0,0,0,0,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1328",0,0,0,10,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1329",0,0,0,0,0,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
"1330",0,0,0,1,-3,3,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1331",0,0,0,0,0,1,-1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"1332",0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"1333",0,0,0,4,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
"1334",0,0,0,0,0,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
"1335",0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
"1336",0,0,0,3,NA,784,-1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
"1337",0,0,0,12,0,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
"1338",0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"1339",0,0,0,1,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
